Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,143.3000030517578,144.3000030517578,141.5500030517578,143.9499969482422,112.55792999267578,2167762
2020-01-02,143.9499969482422,145.89999389648438,143.5,145.4499969482422,113.73081970214844,2583542
2020-01-03,145.0,145.9499969482422,142.3000030517578,143.0,111.81509399414062,2935857
2020-01-06,142.0,143.4499969482422,137.85000610351562,138.89999389648438,108.60921478271484,2792187
2020-01-07,140.10000610351562,143.89999389648438,138.6999969482422,140.75,110.05577850341797,4001830
2020-01-08,139.10000610351562,140.5,136.6999969482422,138.60000610351562,108.37464141845703,2563520
2020-01-09,139.85000610351562,143.0500030517578,139.85000610351562,142.4499969482422,111.38505554199219,2482089
2020-01-10,143.0,144.64999389648438,141.4499969482422,142.25,111.2286605834961,3576906
2020-01-13,143.0500030517578,144.39999389648438,141.60000610351562,143.39999389648438,112.12786102294922,4004187
2020-01-14,144.0,144.35000610351562,141.64999389648438,142.25,111.2286605834961,3155584
2020-01-15,142.0,143.0,138.9499969482422,142.39999389648438,111.345947265625,4511802
2020-01-16,142.4499969482422,143.5,139.35000610351562,141.0500030517578,110.29035186767578,3325574
2020-01-17,140.85000610351562,142.0,139.35000610351562,141.0,110.25125885009766,2451173
2020-01-20,140.8000030517578,140.8000030517578,136.6999969482422,137.1999969482422,107.27994537353516,3292453
2020-01-21,136.0,138.0,134.0500030517578,134.39999389648438,105.09054565429688,3093908
2020-01-22,135.39999389648438,136.1999969482422,129.6999969482422,135.60000610351562,106.02887725830078,7072357
2020-01-23,135.8000030517578,139.8000030517578,135.0,138.89999389648438,108.60921478271484,4489040
2020-01-24,139.0,142.5,138.10000610351562,141.4499969482422,110.60311889648438,4240695
2020-01-27,140.85000610351562,146.1999969482422,140.60000610351562,144.10000610351562,112.67522430419922,5315986
2020-01-28,144.1999969482422,146.1999969482422,141.39999389648438,144.9499969482422,113.33985900878906,5133891
2020-01-29,145.1999969482422,147.89999389648438,144.9499969482422,147.0500030517578,114.98190307617188,5045914
2020-01-30,147.60000610351562,148.8000030517578,145.64999389648438,148.0,115.7247314453125,5141952
2020-01-31,149.0,149.3000030517578,142.35000610351562,143.6999969482422,112.3624496459961,7038131
2020-02-03,139.14999389648438,140.89999389648438,136.10000610351562,137.8000030517578,107.74910736083984,4675718
2020-02-04,138.3000030517578,142.8000030517578,138.3000030517578,142.25,111.2286605834961,4438540
2020-02-05,147.39999389648438,153.5,143.1999969482422,150.9499969482422,118.03138732910156,21946001
2020-02-06,152.4499969482422,153.4499969482422,150.10000610351562,152.6999969482422,119.39977264404297,10317632
2020-02-07,153.5,155.5,151.3000030517578,155.0500030517578,121.23728942871094,6383289
2020-02-10,156.0,156.5,151.60000610351562,153.85000610351562,120.2989730834961,11649905
2020-02-11,143.35000610351562,145.5,141.25,141.89999389648438,119.49893951416016,10446716
2020-02-12,141.4499969482422,142.75,138.5500030517578,141.89999389648438,119.49893951416016,8401358
2020-02-13,141.5500030517578,142.3000030517578,139.89999389648438,140.6999969482422,118.48837280273438,2981828
2020-02-14,141.0,143.85000610351562,139.0,139.64999389648438,117.60414123535156,4201941
2020-02-17,139.85000610351562,141.3000030517578,137.6999969482422,138.10000610351562,116.298828125,2521778
2020-02-18,137.6999969482422,137.6999969482422,134.10000610351562,136.9499969482422,115.33036804199219,3213852
2020-02-19,137.35000610351562,138.75,136.3000030517578,137.1999969482422,115.54090881347656,2009183
2020-02-20,136.89999389648438,141.39999389648438,136.25,139.9499969482422,117.85678100585938,3709506
2020-02-24,138.35000610351562,141.0500030517578,135.89999389648438,136.1999969482422,114.69876861572266,3343427
2020-02-25,136.5,137.0,133.3000030517578,133.85000610351562,112.71977233886719,2649744
2020-02-26,132.5,133.75,129.3000030517578,129.75,109.26701354980469,3882682
2020-02-27,129.75,130.35000610351562,125.44999694824219,126.30000305175781,106.36164855957031,4367685
2020-02-28,123.5,123.5999984741211,116.69999694824219,117.80000305175781,99.2034912109375,9759707
2020-03-02,120.94999694824219,124.5999984741211,116.0999984741211,117.75,99.16139221191406,7721326
2020-03-03,119.69999694824219,121.4000015258789,116.44999694824219,119.75,100.84566497802734,7462420
2020-03-04,120.6500015258789,120.6500015258789,115.0999984741211,117.3499984741211,98.82453918457031,6385935
2020-03-05,118.0,121.19999694824219,117.3499984741211,118.3499984741211,99.66666412353516,7267568
2020-03-06,115.5,117.30000305175781,113.0,115.30000305175781,97.09815979003906,6172027
2020-03-09,113.19999694824219,113.5,106.0999984741211,107.5999984741211,90.61372375488281,4759399
2020-03-11,107.5999984741211,109.30000305175781,104.30000305175781,104.8499984741211,88.29784393310547,5174246
2020-03-12,100.0,100.0,91.25,93.0999984741211,78.40276336669922,14908484
2020-03-13,85.5999984741211,101.5999984741211,84.0,100.8499984741211,84.92930603027344,11772836
2020-03-16,96.0,98.8499984741211,93.8499984741211,94.6500015258789,79.70806884765625,5774457
2020-03-17,94.8499984741211,99.75,92.1500015258789,93.0,78.31854248046875,6008597
2020-03-18,93.75,97.80000305175781,91.75,95.9000015258789,80.7607421875,9063643
2020-03-19,91.9000015258789,93.25,83.4000015258789,89.19999694824219,75.11843872070312,12167013
2020-03-20,89.75,95.19999694824219,88.9000015258789,91.6500015258789,77.1816635131836,12660732
2020-03-23,86.0,100.6500015258789,80.44999694824219,81.1500015258789,68.3392562866211,5673745
2020-03-24,82.05000305175781,84.9000015258789,79.0,81.44999694824219,68.5918960571289,7460726
2020-03-25,81.5,85.75,79.6500015258789,83.9000015258789,70.65512084960938,6726192
2020-03-26,84.5,90.30000305175781,78.75,87.75,73.8973388671875,12980407
2020-03-27,89.5999984741211,92.5999984741211,84.0,85.0,71.58147430419922,7318314
2020-03-30,83.0,87.6500015258789,80.6500015258789,85.05000305175781,71.62358093261719,5518202
2020-03-31,87.0,90.05000305175781,85.3499984741211,88.75,74.7394790649414,7419208
2020-04-01,88.5,91.19999694824219,86.0999984741211,86.94999694824219,73.2236328125,4181338
2020-04-03,88.19999694824219,88.19999694824219,84.6500015258789,85.05000305175781,71.62358093261719,3513637
2020-04-07,88.0,88.4000015258789,84.5,87.0,73.26573944091797,6607394
2020-04-08,87.0,91.6500015258789,86.05000305175781,87.5999984741211,73.77102661132812,8504787
2020-04-09,88.80000305175781,90.19999694824219,87.05000305175781,89.0,74.95000457763672,6518584
2020-04-13,89.0,90.19999694824219,85.5999984741211,87.9000015258789,74.02365112304688,5007369
2020-04-15,89.19999694824219,93.44999694824219,87.69999694824219,90.3499984741211,76.0868911743164,7956415
2020-04-16,89.25,92.0999984741211,88.1500015258789,91.0,76.63427734375,4769706
2020-04-17,93.5,99.0,92.5,95.5,80.42388916015625,9916819
2020-04-20,96.9000015258789,98.1500015258789,93.5999984741211,94.5,79.58175659179688,6325076
2020-04-21,92.5,92.8499984741211,89.55000305175781,91.44999694824219,77.01324462890625,4756372
2020-04-22,91.0,91.1500015258789,89.0,90.3499984741211,76.0868911743164,5305129
2020-04-23,91.0,93.6500015258789,90.5,91.8499984741211,77.35009002685547,4163384
2020-04-24,90.6500015258789,93.4000015258789,89.0999984741211,89.3499984741211,75.24475860595703,6035421
2020-04-27,90.3499984741211,91.05000305175781,88.3499984741211,88.80000305175781,74.78158569335938,5469957
2020-04-28,89.9000015258789,90.30000305175781,88.80000305175781,89.0999984741211,75.03421783447266,4254960
2020-04-29,91.0,94.30000305175781,90.25,93.25,78.52908325195312,9965088
2020-04-30,94.6500015258789,96.25,93.25,95.55000305175781,80.46599578857422,8638086
2020-05-04,92.94999694824219,92.94999694824219,89.0,90.05000305175781,75.83424377441406,12501731
2020-05-05,90.94999694824219,92.3499984741211,89.75,90.1500015258789,75.91847229003906,4627551
2020-05-06,90.30000305175781,91.75,88.5,91.5,77.05534362792969,7115819
2020-05-07,90.5999984741211,92.8499984741211,90.1500015258789,91.5999984741211,77.13955688476562,5730943
2020-05-08,92.80000305175781,92.80000305175781,86.9000015258789,87.55000305175781,73.72891998291016,5690612
2020-05-11,88.9000015258789,91.5999984741211,88.05000305175781,89.1500015258789,75.07633209228516,6265503
2020-05-12,88.5,90.55000305175781,87.25,89.44999694824219,75.32896423339844,7238441
2020-05-13,93.5,102.5,91.9000015258789,100.5999984741211,84.7187728881836,27685933
2020-05-14,101.0,104.80000305175781,98.05000305175781,99.8499984741211,84.08717346191406,28165578
